# MAX GPU kernel census -- WINMOJOX64Blackwell
#
# platform : //:windows_x86_64_nvidia_t1000  (NVIDIA T1000 8GB, Turing sm_75, driver 582.08)
# revision : 397bdbe
# date     : 2026-08-23
# runtime  : nvptxrt.dll (source-built; no CUDA runtime linked)
#
# Set: 792 test targets declared under //max/kernels/test/gpu/..., of which 279
# are platform-compatible per `bazel cquery` + IncompatiblePlatformProvider,
# minus 11 manual-tagged and the manual fuzz package = 251.
#
# Run with:
#   bazelw.cmd test --target_pattern_file=<set> --keep_going --local_test_jobs=1 \
#     --local_resources=gpu-memory=8 --local_resources=gpu-count=1 --local_resources=gpu-1=1
#
# The --local_resources flags are NOT optional. GPU targets declare
# exec_properties test.resources:gpu-memory, which Bazel's local resource
# manager does not know; without them every GPU test is refused with
# "Resource gpu-memory is not being tracked" and REPORTED AS A BUILD FAILURE.
# That mislabel is why 218 of 251 targets looked broken before this flag.
#
# verdicts: see docs/TEST-SUITE-DESIGN.md 5.3
//max/kernels/test/gpu/basics:test_wmma.mojo.test	FAIL_ARCH_DIRTY	LLVM ERROR	build
//max/kernels/test/gpu/layout:test_layout_mma.mojo.test	FAIL_ARCH_DIRTY	LLVM ERROR	build
//max/kernels/test/gpu/layout:test_ldmatrix.mojo.test	FAIL_ARCH_DIRTY	LLVM ERROR	build
//max/kernels/test/gpu/device_context:test_device_external_function.mojo.test	FAIL_COMPILE	compile/deps	ran
//max/kernels/test/gpu/basics:test_accelerator_arch_cli.mojo.test	FAIL_HARNESS	path is on mount '[A-Za-z]:', start on mount '[A-Za-z]:'	ran
//max/kernels/test/gpu/basics:test_accelerator_arch_cli_kernels.mojo.test	FAIL_HARNESS	path is on mount '[A-Za-z]:', start on mount '[A-Za-z]:'	ran
//max/kernels/test/gpu/basics:test_debug_assert_gpu_error.mojo.test	FAIL_HARNESS	(FileCheck|not|count)(\.exe)?: No such file or directory	ran
//max/kernels/test/gpu/basics:test_has_sm100_or_newer.mojo.test	FAIL_HARNESS	path is on mount '[A-Za-z]:', start on mount '[A-Za-z]:'	ran
//max/kernels/test/gpu/basics:test_kernel_with_list.mojo.test	FAIL_HARNESS	(FileCheck|not|count)(\.exe)?: No such file or directory	ran
